comentario,valor,equivalente
Pésima actitud de la srt hacer bajar para cancelar ojala sea tomado en cuenta vengo desde quito,N,0
I,NEU,1
Cancela la carrera,N,0
Sube en otra unidad ,N,0
El Cliente Coloca Mal La Ubicación ,N,0
Excelente cliente,P,2
Se me está bloqueando la aplicación,NEU,1
Sin novedades,P,2
Cancelo la  carrera,N,0
Se me daño el carro disculpe ,NEU,1
Cliente no envia bien la ubicacion y se le llama e indica que ya se a ido en otro taxi,N,0
Me encuentro en el lugar y cancela la solicitud más respeto por favor ,N,0
Trafico y camino con huecos ,NEU,1
La clienta ya esta a bordo ,P,2
El cliente no salio ni responde ,N,0
Cliente se a ido en otro taxi,N,0
Y,NEU,1
Esta clase de clientes deben ser bloqueados el señor coge el taxi serca de llegar al destino dice que le deje ai que ya no se va ya casi llegando y no me cancela la carrera yo le digo educada mente que me cancele y no me cancela poniendose agresibo i,N,0
sin novedades ,P,2
No desea el taci,N,0
El Cliente Pide Una Camioneta ,NEU,1
Candelo ,NEU,1
Bien,P,2
Se demora en salir ,N,0
Nunka salió,N,0
No salió....,N,0
Cliente no sale ni contesta el teléfono ,N,0
Se fue en otra unidad en código 60 de rutas del sur no vi la placa en un nissan sentra,N,0
Gracias por la comprensión,P,2
Pide y cancela ,N,0
Esta bien,P,2
Estoy en la central y canceló ,N,0
Esta Mal La Dirección y la ubicación ,N,0
Buen Cliente ,P,2
Ya Esta Servido El Clie ,P,2
Quieren subir 5 personas ,N,0
Acepte la carrera por accidente entendió tengo problemas mecánico me disculpe.  ,NEU,1
Cancelo la solicitud,N,0
Todo bien ,P,2
No Save Cancelar La Carrera A cojido Otro Taxi ,N,0
El Cliente Informa Que Esta Abordo Y o Es Así ,N,0
Malo,N,0
Todo bien ,P,2
Estaba por llegar y cancela,N,0
Yyyyyyyyyyyy,NEU,1
Salio 0 y dijo que pagaba 15.-- cobre 15.--,NEU,1
Mal La Dirección Y La Ubicación ,N,0
Eeeeeeegggggc,NEU,1
Amable,P,2
Acepta y enseguida completa la carrera y no contesta el celular  ,N,0
Ufydy kghfy8g khgjjj,NEU,1
Cliente alterado alza la voz y grita a conductor ,N,0
Carrera exitosa ,P,2
Estoy con el cliente no hay como poner cliente abordo,P,2
Se bajo la llanta,NEU,1
Bien,P,2
Cliente pésimo ,N,0
Amable,P,2
Cliente satisfecho ,P,2
Rrrrrrrrrrre,NEU,1
Cliente satisfecho ,P,2
Yuuiiooooooolñ,NEU,1
Bien,P,2
Le Llamo No Entra La Llamada Le Mensaje No Contesta Me Retiro,N,0
bien ,P,2
Cliente No Contesta La Llamada ,N,0
15 minutos de espera ,N,0
El señor toma burla de la aplicación y escribe que necesita la unidad en baños mientras que el gps da en el aeropuerto y da como referencia la padre aguirre y sucre,N,0
Cliemte no salio,N,0
El cliente pone abordo sin estar en el vehiculo ademas no espera ni el tiempo q se da y se va ,N,0
No salio el cliente ,N,0
"Malcriado, creo q no a tenido mama",N,0
J,NEU,1
Cliente no esperA,N,0
Excelente martes,P,2
Cliente. Abordo,P,2
Exelente ,P,2
Millo disculpas,NEU,1
Buen Cliente ,P,2
Malo ,N,0
M retiro no esperando ,N,0
Cliente se ido,N,0
Nunca  salió hace perder el tiempo ,N,0
Neumático bajó,NEU,1
Se colgo el GPS no ubique al cliente ,NEU,1
Aborda otra unidad,N,0
Excelente,P,2
Mil disculpas solicite otra unidad gracias,NEU,1
El cliente no salió ,N,0
Excelente gracias ,P,2
Acidente de trancito,NEU,1
Nunca Salió Cliente ,N,0
Cancelo la solicitud ,N,0
Mala.la.direccion ,N,0
Gracias bendiciones ,P,2
"Cliente molestoso, y no serio",N,0
Se aplastó mal,NEU,1
Dice que no a pedido el azu taxi está jugando con la aplicación,N,0
Cliente conforme,P,2
Amarre,NEU,1
Pide 2 veces y cancela ,N,0
Cliente no ubica bien la direccion el mapa indica ordoñez lazo y pide a la agustin cueva,N,0
Ya llegando me Cancelo ,N,0
Cliente no serio ,N,0
Cliente Me Cancela La Solicitud 👎 👎 👎 👎 👎 👎 👎 👎 ,N,0
Muy amable y gentil exitos en su dia 👍,P,2
👍 ,P,2
Se marco solo discukpa estoy con pedodo de chota,NEU,1
No aborde al cliente se confundió de dirección! ,N,0
Me canceló el cliente ,N,0
Exelente ,P,2
La ubicación no está  correcta,N,0
M Cancelo sin aviso ,N,0
Cliente cancela la solicitud,N,0
"Punto de inicio   mal  ubicado, como el  destino también, numero del cliente también equivocado  ",N,0
Excelente ,P,2
Hdghgvjvjbkklkjvhui,NEU,1
Todo bien ,P,2
Bien,P,2
Cancelo la solicitud y ya estaba muy cerca,N,0
Exelente ,P,2
Demasiadas Personas Y Ademas El Cliente Dice Que Le Lleve Adelante Tambien,N,0
Cliente cancela carrera ,N,0
No espera el cliente esta jugando app,N,0
Carrera exitosa ,P,2
Gracias ,P,2
5ghuuyyyttttt,NEU,1
Hhjjjjjjjjkkkkkkk,NEU,1
Se enojo xq le cobre 2 y que ella siempre paga 1.50,N,0
El Cliente No Desea La Unidad ,N,0
El pasajero no responde ,N,0
Se perdio el mapas,NEU,1
Cliente cancela cuando ya estoy en el lugar ,N,0
Excelente gracias ,P,2
Malo,N,0
Pésimo ,N,0
No me deja pasar  la carabana ,NEU,1
Malo,N,0
El cliente no sale nada más ase perder el tiempo,N,0
Cliente satisfecho ,P,2
Rffhhjhh45hhh,NEU,1
Juegan con la aplicación ,N,0
El cliente y hace aire me demoré por un tráfico,NEU,1
Buen Cliente ,P,2
 Buen Cliente ,P,2
Se Me Pincho La Llamta ,NEU,1
Esta un poco ebrio,N,0
Que no sea malo el cliente que no haga eso,N,0
Hace ir en vano,N,0
Se Pincho Llanta ,NEU,1
No espera el cliente ,N,0
Pésimo clent,N,0
Q mal ya estando de llegada,N,0
Servicio culminado ,P,2
Pide taxi y cancela,N,0
El cliente se ha ido,N,0
Cliente satisfecho ,P,2
Muy amable ,P,2
Gracias Por su Comprencion ,P,2
No salio el cliente,N,0
Control policial,NEU,1
Cancelo la carrera,N,0
Todo biem,P,2
No juegue con la APP,N,0
Jdjdklksbxnkxkx,NEU,1
Jgfrrguirrrhlgddhknj,NEU,1
No pude ir esa carrera salí precionando equivocado pero al cliente le mandé el mensaje q m disculpe,NEU,1
H y y k t h rk j h h gj k  ggj y fjk u t,NEU,1
No salio el cliente ,N,0
"No dio ninguna referencia del lugar, se contactó con el cliente y ni manifestó buen trato ",N,0
No salio nunca el cliente,N,0
Excelente noche ,P,2
Carrera finalizada con exito,P,2
Señora no apto para la aplicación ciera demasiado dura la puerta si no se le puede servir,N,0
Solicito la unidad. Indico que ya esta abordo,N,0
Ya recoji cliente,P,2
Se va en otra ubidad ,N,0
Cliente en estado etílico y muy sucio puro barro la ropa no se lo llevó,N,0
B jxjdueuedi,NEU,1
No sale el cliente,N,0
No salio,N,0
Que no pidió taxi,N,0
Cshkbmmyey  uuoou,NEU,1
Problemas de arranque,NEU,1
Cojio otra unidad,N,0
Probablemente no hay sistema,NEU,1
El cliente no sale me retiro,N,0
Excelente,P,2
Botón desactivado,NEU,1
Experiencia ha ido,NEU,1
Llegue ojo y el cliente nunca estubo pite y me di las vueltas por mas de 5 a 10 minutos,N,0
La Señorita sale de mal humor y trata un poco agresiva necesitamos respeto y respetar a los clientes es nuestra obligación pienso que es para todos,N,0
Muy mala se fue en otro Taxi ,N,0
El cliente se fue en otro taxi,N,0
Exelente,P,2
Mal cliente canceló ya estando en la ubicación  muy mal,N,0
 salio y se subió a otra unidad ,N,0
Cancela La Carrera ,N,0
Cliente Cancela La Carrera ,N,0
Sin novedades,P,2
no responde las llamadas no contesta,N,0
Problema mecanicos,NEU,1
Todo bien ,P,2
Mil Disculpas ,NEU,1
Cliente no salio ,N,0
Lo siento tube un accidente con un peatón en bicicleta tube que socorrerlo y no me dio tiempo de avisar al usuario mil disculpas  ,NEU,1
Gps indica otro lado me retiro,N,0
Cliente nunca salió ni contesta al telefono,N,0
Mal dada la doreccion,N,0
Sin novedades,P,2
Muy amable,P,2
Canselo la solusitud,N,0
Dice q espere pero numca salio,N,0
"Buenas tardes, estoy en la puerta del banco de credito",NEU,1
Exelente ,P,2
Cliente Da Mal La Dirección ,N,0
Se fue en otro carro ,N,0
La señora se puso muy grosera me dijo q deje deja q ya no necesita el servicio,N,0
No contesta el teléfono,N,0
No quiere pagar ko q marca el taxímetro ,N,0
Si lo di el servicio,P,2
Cliente pide dos veces vehiculo ,N,0
Amble,P,2
Cliente cancela carrrra a ñocas cuadras de llegar al lugar indicado,N,0
Excelente ,P,2
Gracias ,P,2
Le hago dos carreras y paga solo de una y enojada..,N,0
Cliente cancela la somocitud ,N,0
Ok,P,2
Me canceló el cliente ,N,0
Se marchó ..,N,0
y,NEU,1
No sale el cliente ,N,0
El cliente no aparecio ,N,0
Mucho trafico me demoró ,NEU,1
bien ,P,2
Cliente a bordo de la unidad...,P,2
"Mala Referencia No Coicide ,  ",N,0
Q sean más serios,N,0
Neumatico bajo no puedo avansar,NEU,1
El taxímetro cambia la hora y el valor a tarifa nocturna y paga menos ,N,0
Señora no paga el valor exacto d la carrera nocturna por favor estos clientes para la próxima ñ,N,0
Mal Cliente Solicito Degana Me Hace Esperar Y No Fue ,N,0
Excelente  ubicación incorrecta gracias,P,2
Disculpo ,N,0
Nnnbbbbjjjhhh,NEU,1
El Cliente Se Ha Ido De Lugar,N,0
Me cancela la solicitud,N,0
No se encuentra en el lugar,N,0
Cliente se a ido,N,0
Camcelo la.soli,N,0
Todo bien ,P,2
Dirección incorrecta pone gasolinera en el centro ,N,0
No sale que pida taxi cuando este lista ya 8 minutos esperando ,N,0
Pidió pacha y a codo por rayoloma,N,0
Cordial,P,2
El cliente ya no quiso la llamada del movil,N,0
El clientecito ya se ha ido no me he esperado,N,0
Mal la direecion ,N,0
Bien. ,P,2
bien,P,2
El cliente finalizo la carrera antes de  tienpo le llame y me sslio numero incorrecto,N,0
Se entrega factura,P,2
No haga perder tiempo,N,0
El Cliente Se A Hido ,N,0
Cancelo,N,0
bien,P,2
No asoma el t,N,0
Estoy en mi xasa mil disculpas ...rwcien boy a salir ....se presiono solo,NEU,1
cliente  falso ,N,0
No contesta el telefono y no esta en el lugar,N,0
No está bien la dirección da otra direccion,N,0
Pone mal la referencia,N,0
Ni sale se su domicilioo ,N,0
Pesimo ,N,0
Sin novedades,P,2
No espera ,N,0
Cliente no se encuentra en el lugar,N,0
Bien,P,2
No Sale ,N,0
I,NEU,1
Pone en otra lado la derecccion me dirijo y llego y toma otra unidad ,N,0
Excelente,P,2
Bn cliente ,P,2
Da billetes falsos,N,0
Ya Esta Servido El Clie ,P,2
Cliente no especifica la direccion y dice que va a tomar otro taxi..,N,0
Me Equivoque ,NEU,1
No sale el cliente,N,0
No espera se fue en otro azutaxi  ,N,0
Cliente no sale .... me retiro del lugar,N,0
Graciq ,P,2
cancela la solicitud cuando ya estaba en el punto ,N,0
Excelente clienta,P,2
No pareció el cliente,N,0
Pide Aplicación Y Radio Taxi,N,0
No sale el cliente  de casa,N,0
Es de brueba,NEU,1
Muy amable ,P,2
👍 ,P,2
No coincide la dirección ,N,0
J,NEU,1
Exelente clientes,P,2
Muy amable ,P,2
Clinente nunca salio,N,0
Excelente ,P,2
Se fue en otro taxi,N,0
X favor ayudar al cliente a ingresar su cuenta para que haga el cambio del.#telwfonico,NEU,1
El cliente cancelo,N,0
El cliente no espero,N,0
Llege y no salui,N,0
El Cliente Está En Otra Dirección ,N,0
Vcccccvvvvvvvhh,NEU,1
Bien,P,2
M retiro no a espetado,N,0
Cliente me cancelo,N,0
No sale client..cancela la carrera cuando se llega al lugar,N,0
Gracias por utilizar azutaxi,P,2
E celentw,P,2
Igut7r igoy9 olvida ,NEU,1
Ujjjjjjjjjjjjjjj,NEU,1
K,NEU,1
Cliente manifiesta que la dirección está mal ,N,0
cliente pésimo no sale ,N,0
El cliente solicitó la app pero tenía bicicleta y le dije que le costaba un adicional y me dijo que no que a el le llevaban por el mismo costo,N,0
No Se Activo El Botón ,N,0
Gracias  Gracias  ,P,2
No espero clients,N,0
El cliente no desea viajar atrás sino solo ennñ la parte delantera,NEU,1
Ya Esta Servido El Clie ,P,2
No sale,N,0
El cliente  ya se a ido,N,0
Finaliza la carrera antes de llegar a lugar,N,0
Cliente amable,P,2
Ni Salió Gracias ,N,0
Boton no esta activado ,NEU,1
A sido de pruebas,NEU,1
Mal cliente,N,0
Manda mal la ubicacion.,N,0
No contesta el movil el cliente me retiro,N,0
El cliente cancelo la carrera,N,0
Porfavor ponga vien la dirección ,N,0
Solicitud atendidos Sin novedad,P,2
Se a ido el cliente,N,0
Me cancelado la carrera,N,0
No Sale El  Cliente Cancela La Unidad ,N,0
Problema Con La Dirección ,N,0
Mala la ubicacion estoy al otro extremo,N,0
Cancelo la carrera,N,0
Exelente ,P,2
Se me marco sin querer,NEU,1
No le se 🤷🏾‍♂️,NEU,1
Excelente cliente,P,2
Cliente cancelo,N,0
Todo bien ,P,2
Cancelo El Cliente No Estaba ,N,0
Estoy afuera  esperando y cancela y se rie desde adentro ,N,0
Paraq pide ,N,0
Ya No Desea La Unidad ,N,0
Neumatico en mal estad no llego,NEU,1
Canceló el cliente ,N,0
Cliente cancelo ,N,0
Exc,P,2
Cancela carrera ya llegando la unidad al sitio ,N,0
Maiá cliente ,N,0
bien ,P,2
Cancelo la  carrera ,N,0
Mal La Dirección Del Cliente ,N,0
No Espera ,N,0
Solicita y cancela,N,0
Cacelo,N,0
Si Se Realiso La Carrera Pero No Se Activo Cliente A Bordó ,NEU,1
Cómo está Muy buenas noches dan revisando por favor estos clientes Buenas tardes ingresar todo ingreso Espero ya más de 20 minutos y no sale por favor,N,0
Excelente cliente ,P,2
Boton a bordo no activo ,NEU,1
Esperando 5 Minutos Y Me Sale Con Que No Se Va 😠 Ayuden A Controlar Esas Basuras De Clientes Que Ya Nos Tienen Ardidos Tantas Cosas Que Hacen Y Tenemos Que Quedar Cruzados De Brazos Por Que Mo Tenemos Respaldo De Nadie 😠😠😠😠😠,N,0
"Cliente Maribel Maldonado en el sector el Paraiso no contestó,  mucho menos salió por una carrera de azu taxi. ",N,0
Canceló la solicitud estando ya a una cuadra de la dirección solicitada. ,N,0
Se va no espera ,N,0
Me ace dirigirme  de gana. Dice que no sabía que podemos laborar.sin restricción ,N,0
Conjestion veicular ,NEU,1
Excelente cliente ,P,2
No responde la llamada,N,0
Cliente se demora mucho en salir me retiro,N,0
35 minutos de espera ,N,0
bien ,P,2
Mal la ubicacion y mala direccion no sabe donde mismo esta,N,0
Sin novedad usuaria amable,P,2
Excelente cliente ,P,2
transacción exitosa,P,2
Error de sistema,NEU,1
Le pone la dirección mal y no espera,N,0
Muy amable y gentil EXITOS EN SU DIA,P,2
Cliente cancela la solicitud  cuán ya estoy cerca de la ubicacion ,N,0
No activo boton,NEU,1
"El cliente cancela la carrera cuando ya estoy llegando, mal cliente ",N,0
excelente ,P,2
Dejan ensuciando la unidad ,N,0
Si Se Le Sirvió Al Cliente,P,2
Pide dos veces y cancela ,N,0
Cancelo,N,0
Carrera exitosa ,P,2
Hskkdjfkeoslsk,NEU,1
Pide taxi pero esta con perro no se le lleva ,N,0
Amable,P,2
Toma rutas alternas se molestan por exigir el uso de la mascarilla se llevan el alcohol van 4 personas,N,0
Cancelo lacarrera,N,0
Cliente A Bordo ,P,2
Falla Gps Mala Señal ,NEU,1
Cliente Solicita Y Luego Cancela ,N,0
Solicitud atendidas Sin novedad,P,2
Me iso venir envano nos asen perder tiempo y gasolina los clientes mal cliente,N,0
Problemas Mecánicos Disculpe ,NEU,1
G6giggijuiiihgt7,NEU,1
No se activa el botón de cliente a bordo ,NEU,1
El cliente llama y se va en otro carro,N,0
Bueno,P,2
Excelente gracias ,P,2
ya lo recogí pero está mal la ubicación ,NEU,1
problemas con la unidad,NEU,1
Está tendida sin novedad,P,2
Entrega de carrera pero fallo de sistema revisado por tecnico,NEU,1
El Cliente no apareció ,N,0
Todo bien ,P,2
Malo la señora no espera vengo dando 5 minutos,N,0
Erros de mi carro se apago,NEU,1
Amable,P,2
Excelente,P,2
exelent ,P,2
Exelente ,P,2
Cliente finaliza carrera sin llegar al lugar indicado,NEU,1
Exelente ,P,2
Cliente a estado de urgencia,NEU,1
Bien,P,2
Jugar con la app,N,0
Con el cliente,P,2
Excelente ,P,2
Esta bien,P,2
Exelente ,P,2
Cancelo al llegar,N,0
Cancela ya llegando ,N,0
No responde a la llamada,N,0
Mal cliente,N,0
El cliente pone mal su direccion,N,0
Sin novedades,P,2
Carrera exitosa ,P,2
Mal,N,0
Muy amable ,P,2
Exelente ,P,2
Se poncho la rueda ,NEU,1
Me chicarib el carti ,NEU,1
El cliente no espera aseir de por gusto ,N,0
Mal La Ubicación Del Mapa ,N,0
Me retiro del lugar el cliente pone a San José bajo y total está en el valle está mal puesta la ubicación,N,0
Cliente informa que está a bordo y no es asi,N,0
Buen cliente ,P,2
Problemas Mecánicos ,NEU,1
No Desea La Unidad,N,0
Donde hizo la carrera,NEU,1
Cliente insatisfecho y renuente,N,0
Cliente pide que categorisemos  el transporte porque necesitaba una camioneta y mío es camion,N,0
No salio el cliente ,N,0
Excelente ,P,2
Buen cliente ,P,2
89,NEU,1
Todo bien ,P,2
No salio,N,0
No sale el cliente,N,0
Impaciente al pedir taxi al cancelar y bajarse mucho tiempo hasiendo tráfico ,N,0
Ya no esta cliente  ,N,0
Número Equivocado ,NEU,1
Excelente gracias ,P,2
Cliente da mal la dirección  al llamado del celular no contesta solo  manda mensajes ya está a bordo  mal cliente,N,0
Cliente a pedido parael servicio de mascotas,NEU,1
Todo normal ,P,2
Gracias ,P,2
Uuuuuuuiiikll,NEU,1
Exelente  muy cordial,P,2
La caravana no deja abansñzar,NEU,1
Llorones,N,0
Sin novedades,P,2
Mal puesto gps,N,0
Actitud desagradable del cliente.. Mal educados lenguaje vulgar ,N,0
 cliente cancela la solicitud ,N,0
Pone mal la ubicación,N,0
Pide al bosque de monay y pone la dirección en el centro🤦,N,0
Cliente Cancela Unidad,N,0
Se dañó la unidad,N,0
Cliyente 6,NEU,1
Si lo recepte pero no me sale l boton d abordo..,NEU,1
Excelente,P,2
Pone mal la direccion,N,0
Ok,P,2
2da vez que cancela y no contesta,N,0
Se fue en otro vehiculo,N,0
Patque los molinos ,NEU,1
Mal cliente no espera el tiempo que se pone en la aplicación gracias ,N,0
Excelente ,P,2
Todo bien ...,P,2
Se retiro el cliente,N,0
No da la dirección esta en otro lado,N,0
Cliente no a pedido taxi al número que esta registrado,N,0
Pésimo paga 1 60 la tarifa de la noche cualdo marca 2.30,N,0
Excelente cliente ,P,2
La ubicación estaba de Sonia porque el usuario llamo del medio de un Manzano su referencia decía clínica beato Salomón Y yo llegué al lugar,N,0
No puedo estaciónar en el lugar ,NEU,1
Cliente no sabe pedir la unidad  Pide a otra direccion y se pone molesto ,N,0
El Cliente Está Mal Del Tocte,N,0
Ok,P,2
Dise q me va esperar y vengo de tan lejos para nada falta de seriedad,N,0
Sin comentarios ,P,2
Bien,P,2
Bien,P,2
No conteatacontesta ,N,0
